canonical_form,surface_forms,unit_type,pos,sense_id,meaning_fr,meaning_fr_official,meaning_fr_alt,contexte_en,fr_status,definition_en,occurrences,book_count,dispersion,zipf_need,aoa_component,fr_opacity,sense_surprise,confidence,score_comprehension,score_reuse,score_default,needs_review,recovery_route,recovery_reason,candidate_senses,review_action,pknown_test,aoa_test,cefr_test,zipf_wordfreq_en,zipf_freqzipfus
cockroach,cockroach/cockroaches,word,n,cockroach.n.01,cafard,cafard,blatte/cancrelat,"Okay don’t scream—American Okay, okay, I’ll get it . . . cockroaches are huge . . . I’m sure it was just a cockroach— I have nothing to stand on . . . someone give me something to stand on . . . || (Laughing) Don’t laugh at me . . . UPSTAIRS: The cockroach-melee winds down. Erik heads back downstairs. (To Richard) Okay, okay . . . everyone retreat",auto_strong,any of numerous chiefly nocturnal insects; some are domestic pests,5,5,5,0.5,0.5,0.556,0.0,0.8,0.442,0.508,0.475,True,,,cockroach.n.01,,0.99,6.25,,3.16,3.535
involuntarily,involuntarily,word,r,involuntarily.r.01,involontairement,involontairement,malgré soi/sans le faire exprès,"Looking for work every day, it’s depressing— Well you’ve still got the will to eat super-foods—if you’re so miserable why’re you trying to live forever? Aimee smiles involuntarily. Last week—I shouldn’t even tell you— Tell us what? || . . . yeah, and I hope she visits you tonight in your sleep and casts an evil spell / on you— Oh yeah, smart-ass?— Erik stops Brigid and bear-hugs her, making her laugh involuntarily. Stop! Dad! Oh now you wanna be compassionate?! You don’t know how good you have it . . .",auto_strong,against your will,2,2,2,0.5,0.5,0.379,0.5,0.5,0.468,0.482,0.475,True,,,involuntarily.r.01,,0.98,,B1,2.91,2.547
pill,pill/pills,word,n,pill.n.02,,comprimé,pilule/pastille,"Whoa . . . Oh man . . . . . . yeah, suicide with some kinda pills . . . it’s all over the news . . . I texted you, / I wasn’t sure if you got it? This week was crazy . . . no, yeah I got it, I’m just behind with my messages . . . Deirdre picks at the crudités platter. || Why don’t we give her her I’ll take care of the kitchen . . . other pill before we eat . . . It’s just some pots and pans, Dad, no worries . . . Deirdre helps Erik with Momo. Erik gives her a pill.",auto_strong,a dose of medicine in the form of a small pellet,2,2,2,0.5,0.5,0.2,0.857,0.0,0.495,0.455,0.475,True,,,pill.n.01/pill.n.02/pill.n.03/pill.n.04/pill.n.05,,1.0,6.06,A2,4.03,4.073
pause,pauses,word,v,hesitate.v.02,,s'arrêter,faire une pause/marquer une pause,"Brigid said you guys went on a cruise last summer? Yeah, we’ve gone on four of ’em now, to Halifax and Mexico . . . you ever been on one? UPSTAIRS: Brigid pauses at the top of the staircase to listen . . . Uh, not on one of those big ships, but . . . I sailed with my family growing up. We try to get the girls to come but they think it’s pretty lame, you know?",auto_corroborated,interrupt temporarily an activity before continuing,1,1,1,0.5,0.5,0.5,0.343,0.0,0.449,0.5,0.475,True,,,hesitate.v.02/pause.v.02,,0.99,6.75,B1,4.0,3.733
custom,custom,word,n,custom.n.02,"tradition, coutume",coutume,usage/tradition,"Richard ascends the staircase with a bottle of champagne and plastic cups. Hey, thought we could have a champagne toast up here? Brigid claims we need to bless the upstairs and downstairs . . . That is good Irish tradition, Should we sing Momo’s yessir . . . || I’m steering clear of this conversation . . . (To Richard) It’s real meaning is beautiful—it’s old Irish custom to leave the door unbolted and a candle in the window for Mary on her way to Bethlehem. Well, it’s premature, but . . . in honor of you, Momo . . . (A toast, struggling not to laugh)",auto_strong,a specific practice of long standing,1,1,1,0.5,0.5,0.385,0.571,0.0,0.466,0.483,0.474,True,,,custom.n.01/custom.n.02/custom.n.04/customs.n.01,,1.0,8.36,A2,4.43,3.793
towel,towel,word,n,towel.n.01,serviette,serviette,essuie-main/torchon,"Okay, no problem . . . UPSTAIRS: Aimee exits the bathroom, phone in hand. A bit nervous, she make a call. She doesn’t know Erik is in the next room. DOWNSTAIRS: Richard heads to the kitchen. Brigid’s back is to us, her hands on the sink counter. She rings out the towel, appears to be de-stressing, taking a moment for herself. (On her cell) Hey, hi . . . Happy—I know—Happy Thanksgiving—",auto_strong,a rectangular piece of absorbent cloth (or paper) for drying or wiping,1,1,1,0.5,0.5,0.667,0.0,1.0,0.423,0.525,0.474,False,,,towel.n.01,,1.0,3.22,A1,3.94,4.151
deck,deck,word,n,deck.n.01,,,,"a Dunkin’ Donuts across the street ’cause the observation deck didn’t open until 9:30, / otherwise . . . Oh man . . .",pending,any of various platforms built into a vessel,1,1,1,0.5,0.5,0.5,0.333,0.0,0.448,0.5,0.474,True,,,deck.n.01/deck.n.02/deck.n.04/pack_of_cards.n.01,,1.0,6.45,B2,4.41,4.376
spell,spell,word,n,enchantment.n.02,,,,"All right, ha ha . . . Brigid, still miffed by Erik’s tough love, goes to the kitchen area. . . . yeah, and I hope she visits you tonight in your sleep and casts an evil spell / on you— Oh yeah, smart-ass?— Erik stops Brigid and bear-hugs her, making her laugh involuntarily.",pending,a psychological state induced by (or as if induced by) a magical incantation,1,1,1,0.5,0.5,0.5,0.333,0.0,0.448,0.5,0.474,True,,,enchantment.n.02/go.n.01/spell.n.04/while.n.01,,1.0,5.06,A1,4.37,4.564
plow,plowed,word,v,plow.v.01,,,,"Don’t flatter yourself, Lady . . . You drove in from Scranton in the snow— The roads are all plowed— —and you hate driving into the city . . . Brigid hugs Erik. Deirdre recognizes a box.",pending,to break and turn over earth especially with a plow,1,1,1,0.5,0.5,0.5,0.333,0.0,0.448,0.5,0.474,True,,,cover.v.05/plow.v.01/plow.v.03,,0.96,7.11,,3.21,3.279
maiden,maiden,word,n,maid.n.02,jeune fille,jeune fille,vierge/demoiselle,"And leisure time to sit a while (Indicating Deirdre) There is a maiden in this town That sorely has my heart beguiled Yeah, it better be me.",auto_strong,an unmarried girl (especially a virgin),1,1,1,0.5,0.5,0.667,0.0,1.0,0.423,0.525,0.474,False,,,maid.n.02/maiden_over.n.01,,1.0,9.58,,3.82,3.744
mortgage,mortgage,word,n,mortgage.n.01,hypothèque,hypothèque,emprunt immobilier/prêt hypothécaire,"Yeah, no that’s great. Richard prepares for dinner during the following exchange. He’s listening, but multitasking. I’ll tell you, Rich, save your money now . . . I thought I’d be settled by my age, you know, but man, it never ends . . . mortgage, car payments, internet, our dishwasher just gave out . . . Oh man . . . Yeah, yeah . . .",auto_strong,a conditional conveyance of property as security for the repayment of a loan,1,1,1,0.5,0.5,0.667,0.0,1.0,0.423,0.525,0.474,False,,,mortgage.n.01,,0.99,12.53,B2,4.39,3.772
dishwasher,dishwasher,word,n,dishwasher.n.01,lave-vaisselle,lave-vaisselle,,"Yeah, no that’s great. Richard prepares for dinner during the following exchange. He’s listening, but multitasking. I’ll tell you, Rich, save your money now . . . I thought I’d be settled by my age, you know, but man, it never ends . . . mortgage, car payments, internet, our dishwasher just gave out . . . Oh man . . . Yeah, yeah . . .",auto_strong,a machine for washing dishes,1,1,1,0.5,0.5,0.667,0.0,0.0,0.423,0.525,0.474,True,,,dishwasher.n.01/dishwasher.n.02,,0.99,7.16,B1,3.29,3.309
shiny,shiny,word,a,glistening.s.01,,brillant,luisant,"You want me to go with you? Aimee shakes her head no as she goes up the stairs. Brigid opens her gift, it’s a small shiny pink pig. . . . ah, it’s a peppermint pig! Rich, check it out . . . Amazing . . .",auto_strong,reflecting light,1,1,1,0.5,0.5,0.667,0.0,0.0,0.423,0.525,0.474,True,,,bright.s.04/glazed.a.03/glistening.s.01,,0.99,4.32,B1,3.88,3.893
nurse,nurses,word,v,nurse.v.01,,,,"(Massaging her hand) You wanna go for a ride, Mom? Let’s go for a ride . . . UPSTAIRS: Aimee nurses a cramp before she proceeds to the bathroom. DOWNSTAIRS: Deirdre wheels Momo around the apartment. (To Brigid and Richard, referring to Momo)",pending,"try to cure by special care of treatment, of an illness or injury",1,1,1,0.5,0.5,0.5,0.333,0.0,0.448,0.5,0.474,True,,,breastfeed.v.01/harbor.v.01/nurse.v.01/nurse.v.03/nurse.v.04,,1.0,5.84,B1,4.4,4.653
awkward,awkward,word,a,awkward.s.01,,,,"No problem. Thanks. Brigid goes upstairs. Richard returns with an Ensure shake. Erik opens it, prepares the drink for Momo under the following. A bit awkward with just Erik, Deirdre and Richard. So how’s school, what is it a, a master’s in social work you’ll get? Yeah, I have one more year . . .",pending,causing inconvenience,1,1,1,0.5,0.5,0.5,0.333,0.0,0.448,0.5,0.474,True,,,awkward.a.02/awkward.s.01/awkward.s.02/awkward.s.03/awkward.s.04/awkward.s.05,,0.99,8.58,B1,4.29,4.156
freshly,freshly,word,r,newly.r.01,"nouveau, fraîchement, fraichement",,,"out is still all . . . [muddled] . . . black . . . sorn it all . . . Mom, hey Mom, this is Brigid’s new apartment . . . How are you, Momo? We’re gonna have Thanksgiving at your granddaughter’s new place, / that sound good? || (Staying positive, massaging Momo’s hand) Shhhh, all right . . . you’re all right . . . She normally joins in. This is new, / this is— Well it’s—yeah, it’s not one of her good days. Small beat.",pending,very recently,1,1,1,0.5,0.5,0.667,0.0,0.0,0.423,0.525,0.474,True,,,impertinently.r.01/newly.r.01,,0.99,,,3.61,3.149
breakup,breakup,word,n,dissolution.n.05,,,,"deciding whether to go through life unhappy alone . . . or unhappy with someone else? Richard can draw up a list of reasons why your breakup was a good thing, if you want . . . / I can ask him to draft a very long list— No, shuttup so . . . ugh: I need to have that surgery . . . / the one where they’ll— What? I thought you could put that off until your sixties or—",pending,the termination or disintegration of a relationship (between persons or nations),1,1,1,0.5,0.5,0.5,0.333,0.0,0.448,0.5,0.474,True,,,dissolution.n.05/separation.n.02,,0.99,9.2,B2,3.64,3.468
draft,draft,word,v,draft.v.01,,,,"deciding whether to go through life unhappy alone . . . or unhappy with someone else? Richard can draw up a list of reasons why your breakup was a good thing, if you want . . . / I can ask him to draft a very long list— No, shuttup so . . . ugh: I need to have that surgery . . . / the one where they’ll— What? I thought you could put that off until your sixties or—",pending,draw up an outline or sketch for something,1,1,1,0.5,0.5,0.5,0.333,0.0,0.448,0.5,0.474,True,,,blueprint.v.01/draft.v.01/enlist.v.03,,0.99,7.58,B2,4.61,3.862
unaware,unaware,word,a,unaware.a.01,,inconscient de,sans savoir/ignorant de,"Especially if you eat a bucket of ranch dip before dinner. [Don’t say stuff like that . . .] Richard returns from the kitchen area, sets down final side dishes. He isn’t aware of how wounded Deirdre is at this moment. Erik is also unaware as he arrives at the table. Momo is awake but doesn’t seem very alert. (To Brigid) I’m, uh, not being careful with points today, / not on holidays . . .",auto_corroborated,(often followed by `of') not aware,1,1,1,0.5,0.5,0.667,0.0,0.0,0.423,0.525,0.474,True,,,unaware.a.01,,1.0,9.92,B2,3.87,3.375
highlight,highlight,word,v,foreground.v.01,,mettre en avant,mettre au premier plan/souligner,"No worries—Bridge, should we re-park the car? I think it’s street cleaning in the morning but . . . we’ll figure it out . . . Brigid mouths “Thank you, I love you” into Richard’s ear. They kiss. Their affection for each other triggers something in Erik—embarrassment that Richard needed to take care of him? Nostalgia for his own early romance with Deirdre? The stage picture should subtly highlight Brigid and Richard’s flawed-but-alive connection and a gulf between Erik and Deirdre. Erik decides to go upstairs. Aimee has dialed her cell . . . Hi I need a car . . . yeah, just charge it to my account . . . right, it’s going to a town in PA . . . zip is 18433 . . . Scott Town-ship . . . no case number, take it out of my personal . . . yeah, exactly . . . uh, three—but one of them is in a wheelchair—",auto_strong,move into the foreground to make more visible or prominent,1,1,1,0.5,0.5,0.667,0.0,0.0,0.423,0.525,0.474,True,,,foreground.v.01/highlight.v.02,,0.99,7.61,B1,4.21,3.195
officially,officially,word,r,formally.r.01,officiellement,,,"This pisses Erik off, but he ignores Deirdre. Richard joins the table. So what we’ve got is—this is rugelach, vanilla cupcakes, a chocolate croissant . . . Wow . . . well today I officially fell off the Weight Watchers wagon, so . . . man, these all look good . . . hmm . . . I’ll have, uh . . . Give her the one with all the frosting, that’s the one she wants. Beat. That was the one Deirdre wanted, but now she’s too stung.",pending,with official authorization,1,1,1,0.5,0.5,0.333,0.667,0.0,0.473,0.475,0.474,True,,,formally.r.01/officially.r.01,,1.0,,B1,4.53,4.182
screenplay,screenplays,word,n,screenplay.n.01,scénario,scénario,,"The propped-open door begins to slowly close entirely on its own; the weight of the chair can no longer hold it open. The door clicks shut, rendering the space a deep, true black. STEPHEN KARAM is the author of Sons of the Prophet, a finalist for the 2012 Pulitzer Prize and winner of the 2012 Drama Critics Circle, Outer Critics Circle, Lucille Lortel and Hull-Warriner awards for Best Play. Other plays include Speech & Debate, the inaugural production of Roundabout Underground; columbinus (New York Theatre Workshop) and Dark Sisters, an original chamber opera with composer Nico Muhly. He has written the screenplays for film adaptations of Speech & Debate and The Seagull (starring Annette Bening). He is the recipient of the inaugural Sam Norkin Off-Broadway Drama Desk Award. Stephen grew up in Scranton, PA, and is a graduate of Brown University.",auto_strong,a script for a film including dialogue and descriptions of characters and sets,1,1,1,0.5,0.5,0.667,0.0,1.0,0.423,0.525,0.474,False,,,screenplay.n.01,,1.0,12.22,,3.54,3.419
